,group,motif_id
789359,Crimea Tatars,h6c
789367,Czech,h6c
789370,Danes,h6c
789404,Far East Evenki,h6c
789407,Finns,h6c
789418,Gagauz,h6c
789422,Germans,h6c
789439,Hanty,h6c
789476,Ireland,h6c
789478,Italians (continental),h6c
789529,Khakas,h6c
789542,Kirghiz,h6c
789581,Latvians,h6c
789635,"Manjak,Balant,Papel,Felupe,Diola",h6c
789640,Mari,h6c
789675,Mongols (Khalkha),h6c
789678,Mordvins,h6c
789760,Ossetians,h6c
789769,Palaung,h6c
789782,Persians,h6c
789817,Russians,h6c
789848,Setu,h6c
789871,Slovakians,h6c
789915,Tajik,h6c
789917,Talysh,h6c
789995,Udihe,h6c
790001,Ukrainians,h6c
790017,Volga (Kazan) Tatars,h6c
790054,Yakut,h6c
790075,Yukaghir,h6c
790097,"Adyghe, Kabardin",h6d
790104,"Akkad,Assyria,Babylon",h6d
790119,Ancient China,h6d
790205,Bulgarians,h6d
790246,"Chin,Kuki,Lakher,Mizo,Lushei",h6d
790350,Greeks (modern),h6d
790668,"Okinawa,Miyako,Yaeyama",h6d
790705,Persians,h6d
790941,"Wa, Bulang",h6d
791013,Abkhaz,h7
791014,"Abor,Gallong,Tani",h7
791020,"Adyghe, Kabardin",h7
791025,"Akan,Ashanti,Akwapim,Tvi",h7
791031,Albanians,h7
791038,Amhara,h7
791044,Ancient Greece,h7
791045,Ancient Italy,h7
791050,Arabs of Sudan,h7
791051,Arabs: Egypt,h7
791052,Arabs: Iraq,h7
791053,Arabs: Libya,h7
791054,"Arabs: Palestine,Syria,Lebanon",h7
791055,Aragon,h7
791056,Aramaic (Syrians),h7
791058,Arikara,h7
791072,"Avar,Andi,Akhvakh",h7
791073,Avesta; Pekhlevi texts,h7
791084,"Bali, Lombok",h7
791085,Baluch,h7
791086,"Banda,Gbaya,Ngbandi,Manja",h7
791087,"Banhar,Moi,Sedang",h7
791089,"Banks, Torres islands",h7
791094,Bashkir,h7
791095,Basque,h7
791097,"Baule, Nzema, Agni",h7
791103,"Berber (Morocco,SW Algeria)",h7
791105,"Bhil, Barela-Bhilala",h7
791108,Biu-Mandara,h7
791122,Bretagne,h7
791128,Bulgarians,h7
791135,Byelorussians,h7
791145,Catalonia,h7
791185,Chugach,h7
791190,Chuvash,h7
791205,Crimea Tatars,h7
791206,Croatians,h7
791213,Czech,h7
791215,"Dan,Guro,Mano,Sapa,Ngere",h7
791216,Danes,h7
791218,Dargin (Dargwa),h7
791219,Darkhad,h7
791222,Dhanwar,h7
791223,"Dhoba,Ahir,Halba,Lohar,etc.",h7
791233,"Dutch, Flemish, Frisians",h7
791242,England,h7
791244,Estonians,h7
791247,Ewe,h7
791249,"Fang,Bube,Bulu,Tanga",h7
791253,Finns,h7
791254,"Fipa,Bende,Iramba",h7
791258,Fon,h7
791261,French,h7
791265,"Ganda,Nyoro,Haya",h7
791267,Georgians,h7
791268,Germans,h7
791272,Gondi,h7
791273,Greeks (modern),h7
791285,Hanty,h7
791294,Highland Tajik,h7
791295,"Hindi, Chhattisgarhi",h7
791304,Hungarians,h7
791308,"Ifaluk, Lamotrek, Satawal",h7
791314,"India, literary sources",h7
791316,Ingrians,h7
791317,Ingush,h7
791322,Ireland,h7
791324,Italians (continental),h7
791339,Kalmyk,h7
791348,Kannada; Kuruba,h7
791352,"Karachays, Balkar",h7
791354,Karelians,h7
791368,Kazakh,h7
791375,Khakas,h7
791388,Kirghiz,h7
791396,Komi,h7
791404,"Kpelle, Kono",h7
791405,Krache; Ga,h7
791407,Kru,h7
791415,Kurd,h7
791427,Latvians,h7
791436,"Lezgians,Kiurin; Archin",h7
791444,Lithuanians,h7
791445,Livonians,h7
791446,Lobi,h7
791452,"Luba,Bena,Tabwa",h7
791459,Macedonians,h7
791474,Maltese,h7
791485,Marathi,h7
791486,Mari,h7
791496,"Mbum,Mundang",h7
791497,"Mbundu, Owambo",h7
791513,"Mingrelians, Laz",h7
791519,"Mongo,Tetela,Kuba,Nkundu",h7
791521,Mongols (Khalkha),h7
791524,Mordvins,h7
791525,Morocco Arabs,h7
791535,Muslim Malay,h7
791540,Nanai,h7
791544,Navajo,h7
791553,"Niamwesi,Sumbwa",h7
791563,Northern Gur (Oti-Volta),h7
791575,"Norvegians, Faroe islanders",h7
791601,Oriya,h7
791604,"Oromo,Konso,Sidamo",h7
791606,Ossetians,h7
791624,Pashto,h7
791628,Persians,h7
791636,Poles,h7
791640,Portuguese,h7
791646,Punjabi,h7
791659,Romanians,h7
791660,Romansh,h7
791663,Russians,h7
791665,"Rutul, Tsahur",h7
791666,"Rwanda,Shi,Rundi",h7
791667,SE Australia,h7
791670,Sakata,h7
791681,Sara,h7
791682,"Sardinia, Corsica",h7
791686,Scotland,h7
791688,"Semang,Senoi",h7
791691,Serbs,h7
791701,Shipaya,h7
791704,Shor,h7
791709,Sicilia,h7
791713,Sinhalese,h7
791717,Slovakians,h7
791718,Slovenians,h7
791722,Songe,h7
791723,Songhai,h7
791725,Soqotri,h7
791727,Sorbs,h7
791736,Spanish,h7
791739,"Stieng,Chrau,Sre",h7
791744,Sumer,h7
791749,Swahili,h7
791752,Swedes,h7
791763,Talysh,h7
791764,Tamil,h7
791771,Tats,h7
791775,"Telugu, Chenchu",h7
791776,Temne,h7
791793,"Tiv,Jukun,Mbete,Wute,Ekoi",h7
791822,Tundra Nenets,h7
791825,Tunisia Arabs,h7
791830,Turkmen,h7
791843,Udmurt,h7
791845,"Ugarit, Phoenicia",h7
791847,Ukrainians,h7
791857,Uzbek,h7
791868,Wales,h7
791874,Warli,h7
791882,Western Evenki,h7
791886,Western Sami,h7
791894,Wotians,h7
791895,Xhosa,h7
791899,Yaka,h7
791913,Yellowknife,h7
791914,Yemen,h7
791917,"Yoruba,Nupe,Bini",h7
791936,Abkhaz,h7a
791943,"Adyghe, Kabardin",h7a
791954,Albanians,h7a
791967,Ancient Greece,h7a
791974,Arabs: Egypt,h7a
791975,Arabs: Iraq,h7a
791976,Arabs: Libya,h7a
791977,"Arabs: Palestine,Syria,Lebanon",h7a
792018,Basque,h7a
792026,"Berber (Morocco,SW Algeria)",h7a
792051,Bulgarians,h7a
792058,Byelorussians,h7a
792068,Catalonia,h7a
792129,Croatians,h7a
792136,Czech,h7a
792139,Danes,h7a
792141,Dargin (Dargwa),h7a
792156,"Dutch, Flemish, Frisians",h7a
792160,"Eastern Sami, incl. Skolts",h7a
792167,Estonians,h7a
792176,Finns,h7a
792184,French,h7a
792190,Georgians,h7a
792191,Germans,h7a
792196,Greeks (modern),h7a
792227,Hungarians,h7a
792240,Ingush,h7a
792245,Ireland,h7a
792247,Italians (continental),h7a
792277,Karelians,h7a
792298,Khakas,h7a
792319,Komi,h7a
792350,Latvians,h7a
792367,Lithuanians,h7a
792382,Macedonians,h7a
792397,Maltese,h7a
792448,Morocco Arabs,h7a
792498,"Norvegians, Faroe islanders",h7a
792529,Ossetians,h7a
792551,Persians,h7a
792559,Poles,h7a
792563,Portuguese,h7a
792582,Romanians,h7a
792583,Romansh,h7a
792586,Russians,h7a
792588,"Rutul, Tsahur",h7a
792601,"Santali,Turi",h7a
792609,Scotland,h7a
792614,Serbs,h7a
792636,Sinhalese,h7a
792640,Slovakians,h7a
792641,Slovenians,h7a
792650,Sorbs,h7a
792659,Spanish,h7a
792675,Swedes,h7a
792687,Tamil,h7a
792754,Turks,h7a
792770,Ukrainians,h7a
792809,Western Sami,h7a
792837,Yemen,h7a
792900,"Arabs: Palestine,Syria,Lebanon",h7b
792901,Aragon,h7b
792941,Basque,h7b
792974,Bulgarians,h7b
792981,Byelorussians,h7b
792991,Catalonia,h7b
793052,Croatians,h7b
793059,Czech,h7b
793062,Danes,h7b
793079,"Dutch, Flemish, Frisians",h7b
793083,"Eastern Sami, incl. Skolts",h7b
793088,England,h7b
793090,Estonians,h7b
793099,Finns,h7b
793107,French,h7b
793113,Georgians,h7b
793114,Germans,h7b
793119,Greeks (modern),h7b
793168,Ireland,h7b
793170,Italians (continental),h7b
793200,Karelians,h7b
793242,Komi,h7b
793273,Latvians,h7b
793290,Lithuanians,h7b
793291,Livonians,h7b
793359,"Mingrelians, Laz",h7b
793421,"Norvegians, Faroe islanders",h7b
793447,Oriya,h7b
793482,Poles,h7b
793486,Portuguese,h7b
793505,Romanians,h7b
793506,Romansh,h7b
793509,Russians,h7b
793528,"Sardinia, Corsica",h7b
793532,Scotland,h7b
793555,Sicilia,h7b
793559,Sinhalese,h7b
793563,Slovakians,h7b
793564,Slovenians,h7b
793573,Sorbs,h7b
793582,Spanish,h7b
793598,Swedes,h7b
793693,Ukrainians,h7b
793714,Wales,h7b
793821,Arabs: Iraq,h7c
793823,"Arabs: Palestine,Syria,Lebanon",h7c
793828,Armenians,h7c
793864,Basque,h7c
793987,Dargin (Dargwa),h7c
794002,"Dutch, Flemish, Frisians",h7c
794022,Finns,h7c
794036,Georgians,h7c
794037,Germans,h7c
794042,Greeks (modern),h7c
794073,Hungarians,h7c
794086,Ingush,h7c
794091,Ireland,h7c
794093,Italians (continental),h7c
794137,Kazakh,h7c
794213,Lithuanians,h7c
794344,"Norvegians, Faroe islanders",h7c
794397,Persians,h7c
794405,Poles,h7c
794409,Portuguese,h7c
794486,Slovakians,h7c
794494,Soqotri,h7c
794505,Spanish,h7c
794521,Swedes,h7c
794544,"Telugu, Chenchu",h7c
794616,Ukrainians,h7c
794736,Ancient Greece,h7d
794748,Aramaic (Syrians),h7d
794786,Bashkir,h7d
794820,Bulgarians,h7d
794905,Czech,h7d
794925,"Dutch, Flemish, Frisians",h7d
794945,Finns,h7d
794953,French,h7d
794959,Georgians,h7d
794960,Germans,h7d
794996,Hungarians,h7d
795014,Ireland,h7d
795016,Italians (continental),h7d
795046,Karelians,h7d
795119,Latvians,h7d
795136,Lithuanians,h7d
795238,Nepali; Tharu,h7d
795316,Pashto,h7d
795355,Russians,h7d
795410,Slovenians,h7d
795456,Tamil,h7d
795549,Uzbek,h7d
795710,Basque,h7e
795750,Byelorussians,h7e
795859,Estonians,h7e
795876,French,h7e
795883,Germans,h7e
795937,Ireland,h7e
795990,Khakas,h7e
796059,Lithuanians,h7e
796060,Livonians,h7e
796342,Sorbs,h7e
796367,Swedes,h7e
796728,Chuvash,h7f
796913,Khakas,h7f
796965,Latvians,h7f
797201,Russians,h7f
797420,Western Evenki,h7f
797529,"Atayal,Sedeq,Saisiyat",h8
797549,"Baniwa, Bare, Piapoco",h8
797552,"Barasana,Taibano,Makuna",h8
797726,"Ganda,Nyoro,Haya",h8
797796,"Kalapalo, Kuikuro",h8
797801,Kamaiura,h8
797826,Kaxuyana,h8
797881,Lacandon,h8
798166,"Shuar,Achuar,Huambiza",h8
798200,"Stieng,Chrau,Sre",h8
798206,"Surui,Zoro,Arua,Cinta Larga",h8
798250,Ticuna,h8
798274,Trumai,h8
798301,"Uanano,Tucano proper,Arapaso",h8
798305,Uduk,h8
798322,Viets,h8
798338,"Wayampi, Emerillon",h8
798359,Yagua,h8
798402,"Acoli,Alur,Lango",h9
798405,Aguaruna,h9
798407,Ainu,h9
798433,Apinaye,h9
798445,Ashaninca,h9
798453,Athna,h9
798467,"Balantak,Loinang,Banggai",h9
798500,Bororo,h9
798540,"Chagga, Digo",h9
798550,Cheyenne,h9
798562,Choco,h9
798569,Chugach,h9
798665,Haida,h9
798699,Ingalik,h9
798702,Inland Tlingit,h9
798710,Japan,h9
798718,"Kaingang, Xokleng",h9
798719,"Kalapalo, Kuikuro",h9
798724,Kamaiura,h9
798737,Karaja,h9
798740,"Karina, Galibi",h9
798749,Kaxuyana,h9
798751,"Kayan,Kenya,Bahau,""Klemantan""",h9
798771,"Kirati (Rai,Limbu,Newar)",h9
798787,Koyukon,h9
798844,Machiguenga,h9
798854,Malagasy,h9
798866,Mansi,h9
798886,Mentawai,h9
798896,Mindanao,h9
798918,"Murut,Dusun,Tombonuvo,Bajau",h9
798921,"N.Britain,N.Ireland",h9
798928,Navajo,h9
798934,Ngaju,h9
798938,"Nias,Simeulue",h9
798965,"Nyaturu,Isanzu,Nilamba",h9
798998,Palau,h9
799018,Plains Ojibwa,h9
799059,Sanema,h9
799072,"Semang,Senoi",h9
799089,"Shuar,Achuar,Huambiza",h9
799124,"Sukuma,Gusii,Kumbi",h9
799181,Tlingit,h9
799189,"Toradja, Mori",h9
799193,Trans New Guinea East,h9
799201,Tsimshian,h9
799236,"Upper Tanana,Tanacross",h9
799266,Western Evenki,h9
799290,Yanomamo,h9
799301,"Yoruba,Nupe,Bini",h9
799633,Japan,h9a
799871,Northern Luzon,h9a
800065,Tahltan,h9a
800116,Trans New Guinea East,h9a
800124,Tsimshian,h9a
800210,Yami,h9a
800253,Ainu,h9b
800305,Ayoreo,h9b
800346,Bororo,h9b
800384,Ceram,h9b
800597,"Kayan,Kenya,Bahau,""Klemantan""",h9b
800742,Mindanao,h9b
801035,"Toradja, Mori",h9b
801165,"Abenaki,Penobscot",i1
801169,Ache,i1
801170,Achomavi,i1
801175,Aimara,i1
801176,Ainu,i1
801182,Akuriyo,i1
801185,Aleut,i1
801210,Arapaho,i1
801211,Arikara,i1
801215,AsiaticEskimo,i1
801217,Assiniboine,i1
801225,"Avar,Andi,Akhvakh",i1
801228,Ayoreo,i1
801233,Baikal Evenki,i1
801251,Beaver,i1
801253,Bella Coola,i1
801257,Bering Strait Inupiat,i1
801262,Blackfoot,i1
801269,Bororo,i1
801281,Bulgarians,i1
801287,Bushmen,i1
801290,Caduveo,i1
801295,Carrier,i1
801297,"Cashinahua,Mayoruna",i1
801300,Cayapa (Chachi),i1
801301,Cayapo,i1
801306,Central Yupiq,i1
801310,Chamacoco,i1
801313,Chechen,i1
801314,"Chehalis, Cowlitz",i1
801325,Chinese folklore,i1
801327,Chipewyan,i1
801329,Chiriguano,i1
801332,"Choktaw,Chichasaw",i1
801336,Chorote,i1
801339,Chukchi,i1
801348,Comanche,i1
801350,"Comox,Pentlatch",i1
801353,Coos,i1
801354,Copper Eskimo,i1
801360,Crow,i1
801373,Dena'ina,i1
801389,Eastern Keres,i1
801394,Enets,i1
801399,Evens (Lamuts),i1
801400,Ewe,i1
801401,Eyak,i1
801403,Far East Evenki,i1
801406,Finns,i1
801409,Flathead,i1
801411,Fon,i1
801412,Forest Nenets,i1
801413,"Fox,Sauk,Kikapoo",i1
801418,"Ganda,Nyoro,Haya",i1
801422,"Gilbert,Nauru,Banaba",i1
801427,Gros Ventre,i1
801429,Guarani,i1
801434,Haida,i1
801435,"Halcomelem,Sechelt,Squamish",i1
801438,Hanty,i1
801440,Hare,i1
801443,"Heiltsuk,Oowekeeno",i1
801445,Hidatsa,i1
801452,Hopi,i1
801468,Ingalik,i1
801470,Ingush,i1
801471,Inland Tlingit,i1
801472,Iowa,i1
801476,Island Caribs,i1
801480,Jicaque,i1
801484,Kabyle,i1
801488,"Kalapalo, Kuikuro",i1
801490,"Kalenjin,Nande,Arusha",i1
801491,"Kalispel,Coeur d'Alene",i1
801505,"Karachays, Balkar",i1
801510,Kariri,i1
801538,Kiowa,i1
801539,Kiowa-Apache,i1
801544,"Klallam,Lkungen",i1
801545,"Klamath, Modoc",i1
801546,Kodiak,i1
801549,Komi,i1
801568,Kurd,i1
801569,Kutchin,i1
801570,Kutenai,i1
801571,Kwakiutl,i1
801579,"Lassik,Catho,Mattole",i1
801584,Lenape,i1
801586,"Lengua, Sanapana",i1
801589,"Lezgians,Kiurin; Archin",i1
801591,Lillooet,i1
801602,Lower Chinook,i1
801604,"Lozi,Rotse,Lui,Subia",i1
801609,Lushootseed,i1
801621,Makka,i1
801624,"Malawi,Wenda,Tumbuka,Nsenga",i1
801626,"Maliseet,Passamaquoddy",i1
801630,Mandan,i1
801660,"Miao,Yao (South China)",i1
801661,Micmac,i1
801668,Mocovi,i1
801693,Nanai,i1
801695,Naskapi,i1
801697,Navajo,i1
801704,Nganasan,i1
801710,Nivakle,i1
801711,Nivkh,i1
801713,"Nootka,Makah",i1
801719,Northern Ojibwa,i1
801725,Northern Sel'kup,i1
801741,Ojibwa (Eastern),i1
801742,Ojibwa (Western),i1
801748,"Omaha, Ponka",i1
801759,Ossetians,i1
801778,Pawnee,i1
801786,Plains Cree,i1
801787,Plains Ojibwa,i1
801790,Pomo,i1
801794,Potawatomi,i1
801800,Queensland,i1
801802,"Quileute, Chemakum",i1
801803,Quinault,i1
801816,Russians,i1
801828,Sanema,i1
801837,Sarsi,i1
801841,"Semang,Senoi",i1
801851,Shawnee,i1
801860,Shuswap,i1
801861,Siberian Tatars,i1
801864,Sierra Miwok,i1
801869,"Slavey, Dogrib",i1
801881,"Sotho, Tswana",i1
801885,Southern Paiute,i1
801893,"Sukuma,Gusii,Kumbi",i1
801897,Sumer,i1
801909,Tagish,i1
801911,Tahltan,i1
801933,Tequstlatec,i1
801935,Teton,i1
801937,Thompson,i1
801945,"Timor,Leti,Lomblen",i1
801947,"Tiwa,Tewa,Towa",i1
801950,Tlingit,i1
801951,Toba,i1
801956,"Tonga, Ndebele",i1
801969,Tsetsot,i1
801970,Tsimshian,i1
801971,"Tsonga,Soli,Sala,Lenje",i1
801975,Tundra Nenets,i1
801983,Turkmen,i1
801986,Tutchone,i1
801990,Twana,i1
801993,"Uanano,Tucano proper,Arapaso",i1
801994,Udihe,i1
801999,Uilta,i1
802004,Upper Chinook,i1
802005,"Upper Tanana,Tanacross",i1
802008,Ute,i1
802020,"Walapai,Havasupai,Yavapai",i1
802024,Wapishana,i1
802035,Western Evenki,i1
802037,Western Sahaptin,i1
802041,Western Wood Cree,i1
802042,Wichita,i1
802043,Winnebago,i1
802044,Wintu,i1
802048,Xhosa,i1
802052,Yaka,i1
802053,Yakut,i1
802059,Yanomamo,i1
802066,Yellowknife,i1
802085,"Zulu,Swasi",i1
802090,"Abor,Gallong,Tani",i100
802098,Aimara,i100
802099,Ainu,i100
802120,Ancient Greece,i100
802121,Ancient Italy,i100
802128,Arabs: Iraq,i100
802130,"Arabs: Palestine,Syria,Lebanon",i100
802136,Arnham Land,i100
802138,AsiaticEskimo,i100
802146,Atsugevi,i100
802151,Ayoreo,i100
802162,"Banda,Gbaya,Ngbandi,Manja",i100
802178,Bengali,i100
802179,"Berber (Morocco,SW Algeria)",i100
802214,"Cahuilla, Cupeno",i100
802225,Central Australia,i100
802233,Chamacoco,i100
802246,"Chin-Naga(Rengma,Ao,Angami etc",i100
802248,Chinese folklore,i100
802262,Chukchi,i100
802289,Czech,i100
802300,Dholuo,i100
802302,Diegueno,i100
802306,"Duala,Basa,Kwiri",i100
802313,"Eastern Sami, incl. Skolts",i100
802321,Evenki of China,i100
802331,Five Nations Iroquois,i100
802339,Gabrielino,i100
802344,Germans,i100
802349,Greeks (modern),i100
802382,"Huron, Wyandot",i100
802390,"India, literary sources",i100
802432,"Karina, Galibi",i100
802434,Karok,i100
802436,Kashubians,i100
802440,Kawaiisu,i100
802451,Khakas,i100
802456,Khoikhoi,i100
802459,Kiliwa,i100
802460,Kimberley Plateau,i100
802461,Kiowa,i100
802475,Kongo,i100
802507,Lenape,i100
802529,"Luiseno, Juaneno",i100
802552,Manchu,i100
802562,Mari,i100
802594,Monache,i100
802601,Morocco Arabs,i100
802609,"Murle, Me'en, Didinga",i100
802616,Nanai,i100
802621,Negidals,i100
802635,Nogai,i100
802638,North New Guinea Melanesians,i100
802643,Northern Paiute,i100
802650,NorthernFoothillsYokuts,i100
802662,Ohlone,i100
802679,Oroch,i100
802682,Ossetians,i100
802688,Paipai,i100
802696,Papago,i100
802706,Pima,i100
802712,Poles,i100
802713,Pomo,i100
802723,Queensland,i100
802727,Qwapaw,i100
802739,Russians,i100
802743,SE Australia,i100
802747,Salinan,i100
802769,Serrano,i100
802803,Sorbs,i100
802805,Southern Australia,i100
802810,Southern Solomons,i100
802815,"Stieng,Chrau,Sre",i100
802843,"Tarahumara,Warihio",i100
802869,"Tiv,Jukun,Mbete,Wute,Ekoi",i100
802886,Trans New Guinea West,i100
802896,Tuareg,i100
802911,Tuvinians,i100
802917,Udihe,i100
802931,Ute,i100
802957,Western Australia,i100
802962,Western Sami,i100
802992,Yokuts,i100
803000,"Yuma,Mohave,Maricopa",i100
803002,Yurok,i100
803038,Ami,i100a
803060,Ashaninca,i100a
803102,"Berber (Morocco,SW Algeria)",i100a
803127,Bulgarians,i100a
803129,"Bunun,Tsou,Kanabu",i100a
803134,Byelorussians,i100a
803162,Chemehuevi,i100a
803212,Czech,i100a
803215,Danes,i100a
803229,"Duala,Basa,Kwiri",i100a
803248,"Fang,Bube,Bulu,Tanga",i100a
803267,Germans,i100a
803354,Karen,i100a
803363,Kawaiisu,i100a
803389,Kitanemuk,i100a
803526,"Mpongwe,Nkomi,Mindumu",i100a
803543,Navajo,i100a
803553,"Nias,Simeulue",i100a
803592,Old Testament,i100a
803635,Poles,i100a
803662,Russians,i100a
803731,Southern Paiute,i100a
803751,Swedes,i100a
803866,"Walapai,Havasupai,Yavapai",i100a
803886,"Western Shoshoni,Gosiute",i100a
803936,"Abor,Gallong,Tani",i100b
803937,Aceh,i100b
803940,"Acoli,Alur,Lango",i100b
803944,Aimara,i100b
803945,Ainu,i100b
803949,"Akkad,Assyria,Babylon",i100b
803952,"Alabama,Koasati",i100b
803961,Ami,i100b
803966,Ancient Greece,i100b
803974,Arabs: Iraq,i100b
803976,"Arabs: Palestine,Syria,Lebanon",i100b
803980,Arikara,i100b
803982,Arnham Land,i100b
803983,Ashaninca,i100b
803984,AsiaticEskimo,i100b
803986,Assiniboine,i100b
803991,Athna,i100b
803992,Atsugevi,i100b
803997,Ayoreo,i100b
804005,"Balantak,Loinang,Banggai",i100b
804008,"Banda,Gbaya,Ngbandi,Manja",i100b
804010,"Baniwa, Bare, Piapoco",i100b
804024,Bengali,i100b
804025,"Berber (Morocco,SW Algeria)",i100b
804031,Blackfoot,i100b
804037,Bora,i100b
804048,"Buka, Bougenville",i100b
804050,Bulgarians,i100b
804052,"Bunun,Tsou,Kanabu",i100b
804058,Caddo,i100b
804059,Caduveo,i100b
804060,"Cahuilla, Cupeno",i100b
804071,Central Australia,i100b
804079,Chamacoco,i100b
804085,Chemehuevi,i100b
804087,Cherokee,i100b
804088,Cheyenne,i100b
804091,"Chin,Kuki,Lakher,Mizo,Lushei",i100b
804092,"Chin-Naga(Rengma,Ao,Angami etc",i100b
804094,Chinese folklore,i100b
804108,Chukchi,i100b
804110,Chumash,i100b
804115,Cofan,i100b
804123,Copper Eskimo,i100b
804135,Czech,i100b
804138,Danes,i100b
804146,Dholuo,i100b
804148,Diegueno,i100b
804152,"Duala,Basa,Kwiri",i100b
804159,"Eastern Sami, incl. Skolts",i100b
804167,Evenki of China,i100b
804168,Evens (Lamuts),i100b
804171,"Fang,Bube,Bulu,Tanga",i100b
804177,Five Nations Iroquois,i100b
804183,French,i100b
804185,Gabrielino,i100b
804188,"Garo,Bodo,Hami,Riga",i100b
804190,Germans,i100b
804195,Greeks (modern),i100b
804196,Gros Ventre,i100b
804203,Haida,i100b
804216,Highland Tajik,i100b
804228,"Huron, Wyandot",i100b
804236,"India, literary sources",i100b
804245,Island Caribs,i100b
804248,Japan,i100b
804257,"Kalapalo, Kuikuro",i100b
804277,Karen,i100b
804278,"Karina, Galibi",i100b
804280,Karok,i100b
804286,Kawaiisu,i100b
804291,"Kechua: South Peru, Bolivia",i100b
804297,Khakas,i100b
804302,Khoikhoi,i100b
804305,Kiliwa,i100b
804306,Kimberley Plateau,i100b
804307,Kiowa,i100b
804321,Kongo,i100b
804334,Kumyk,i100b
804353,Lenape,i100b
804369,Locono,i100b
804375,"Luiseno, Juaneno",i100b
804378,Lushootseed,i100b
804391,Makuxi,i100b
804392,Malagasy,i100b
804398,Manchu,i100b
804405,"Maori,Moriori",i100b
804408,Mari,i100b
804411,Marshal Islands,i100b
804414,Massim district,i100b
804415,Mataco,i100b
804418,"Mbum,Mundang",i100b
804424,Mentawai,i100b
804433,Minangkabau,i100b
804437,Mocovi,i100b
804440,Monache,i100b
804443,Mongols (Khalkha),i100b
804446,Mordvins,i100b
804447,Morocco Arabs,i100b
804449,"Mpongwe,Nkomi,Mindumu",i100b
804455,"Murle, Me'en, Didinga",i100b
804460,Nambikwara,i100b
804462,Nanai,i100b
804463,"Napo,Kanelo",i100b
804465,Natchez,i100b
804466,Navajo,i100b
804467,Negidals,i100b
804469,Netsilik,i100b
804473,Nganasan,i100b
804476,"Nias,Simeulue",i100b
804481,Nogai,i100b
804483,North Alaskan Inupiat,i100b
804484,North New Guinea Melanesians,i100b
804489,Northern Paiute,i100b
804496,NorthernFoothillsYokuts,i100b
804508,Ohlone,i100b
804509,Oirat,i100b
804515,Old Testament,i100b
804525,Oroch,i100b
804528,Ossetians,i100b
804534,Paipai,i100b
804543,Paresi,i100b
804547,Pawnee,i100b
804552,Pima,i100b
804558,Poles,i100b
804559,Pomo,i100b
804569,Queensland,i100b
804570,"Quiche,Pocomam",i100b
804573,Qwapaw,i100b
804576,"Ramkokamekra,Apaniekra",i100b
804583,Roti,i100b
804585,Russians,i100b
804589,SE Australia,i100b
804613,Serbs,i100b
804615,Serrano,i100b
804618,"Shasta,Chimariko",i100b
804621,Sherente,i100b
804624,Shipibo-Conibo,i100b
804627,"Shuar,Achuar,Huambiza",i100b
804636,"Siona,Coreguaje",i100b
804651,Southern Australia,i100b
804654,Southern Paiute,i100b
804656,Southern Solomons,i100b
804661,"Stieng,Chrau,Sre",i100b
804666,Sumer,i100b
804667,"Surui,Zoro,Arua,Cinta Larga",i100b
804674,Swedes,i100b
804683,Tajik,i100b
804689,"Tarahumara,Warihio",i100b
804706,Thompson,i100b
804711,Ticuna,i100b
804714,"Timor,Leti,Lomblen",i100b
804715,"Tiv,Jukun,Mbete,Wute,Ekoi",i100b
804720,Toba,i100b
804727,"Toradja, Mori",i100b
804732,Trans New Guinea West,i100b
804742,Tuareg,i100b
804757,Tuvinians,i100b
804763,Udihe,i100b
804769,Ukrainians,i100b
804785,Volga (Kazan) Tatars,i100b
804789,"Walapai,Havasupai,Yavapai",i100b
804803,Western Australia,i100b
804809,"Western Shoshoni,Gosiute",i100b
804814,"Witoto,Ocaina",i100b
804815,Wiyot,i100b
804831,"Yaqui,Mayo,Sinaloa",i100b
804838,Yokuts,i100b
804848,Yurok,i100b
805058,Czech,i100c
805061,Danes,i100c
805113,Germans,i100c
805268,Laks,i100c
805913,Catalonia,i100d
806191,Laks,i100d
806408,Portuguese,i100d
806504,Spanish,i100d
806615,Ukrainians,i100d
806844,Central Yupiq,i101
806919,Dolgan,i101
806972,Haida,i101
807017,Japan,i101
807231,Nanai,i101
807249,Nivkh,i101
807263,Northern Sel'kup,i101
807283,Olcha,i101
807294,Oroch,i101
807319,Persians,i101
807340,"Quileute, Chemakum",i101
807424,Southern Sel'kup,i101
807513,Tundra Nenets,i101
807532,Udihe,i101
807534,Udmurt,i101
807537,Uilta,i101
807591,Yakut,i101
807612,Yukaghir,i101
807858,Estonians,i102
807867,Finns,i102
807875,French,i102
807882,Germans,i102
808129,Mocovi,i102
808168,"Nias,Simeulue",i102
808411,Tlingit,i102
808425,Trio,i102
808492,"Wayana, Aparai",i102
808579,Ancient China,i103
808581,Ancient Greece,i103
808582,Ancient Italy,i103
808596,Armenians,i103
808682,Catalonia,i103
808690,Central Yupiq,i103
808702,Cherokee,i103
808790,Finns,i103
808798,French,i103
808805,Germans,i103
808851,"India, literary sources",i103
808897,Kashubians,i103
808933,Komi,i103
808981,Lithuanians,i103
808996,Macedonians,i103
809015,"Manden,Bamana,Malinke,Diula",i103
809096,Nogai,i103
809112,"Norvegians, Faroe islanders",i103
809162,Pawnee,i103
809165,Persians,i103
809173,Poles,i103
809229,Seri,i103
809255,Slovenians,i103
809289,Swedes,i103
809322,Tibetans (U-Tsang),i103
